timestamp,test-class,test-method,time,description,result
2021-06-05 17:22:14.801,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,1878,"[1] recordIndex=0, moment=2021/05/02 10:00, author=John Doe, text=I'm happy!, info=null",Expected value '2021/05/02 10:00' in attribute 0 of record 0, but found '2021/06/02 10:00'
2021-06-05 17:22:15.826,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,686,"[2] recordIndex=1, moment=2021/05/02 16:00, author=Foo Bar, text=Just turning 50!, info=http://www.example1.org",Expected value '2021/05/02 16:00' in attribute 0 of record 1, but found '2021/06/01 12:00'
2021-06-05 17:22:16.818,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,682,"[3] recordIndex=2, moment=2021/05/02 01:00, author=Francisco Borrego, text=Este es un texto muy guay., info=null",Expected value '2021/05/02 01:00' in attribute 0 of record 2, but found '2021/06/02 16:00'
2021-06-05 17:22:17.87,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,735,"[4] recordIndex=3, moment=2021/05/02 13:00, author=Jesus Vargas, text=Hola miren mi proyecto., info=https://github.com/Francisco-Borrego/Acme-Planner/",Expected value '2021/05/02 13:00' in attribute 0 of record 3, but found '2021/06/02 01:00'
2021-06-05 17:22:18.876,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,683,"[5] recordIndex=4, moment=2021/05/02 21:00, author=Antonio Funes, text=Me gusta mucho esta página., info=https://www.us.es/",Expected value '2021/05/02 21:00' in attribute 0 of record 4, but found '2021/06/02 13:00'
2021-06-05 17:22:19.923,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,704,"[6] recordIndex=5, moment=2021/05/02 21:00, author=Usuario de incógnito, text=Esta página está chula, info=https://www.google.es/",Expected value '2021/05/02 21:00' in attribute 0 of record 5, but found '2021/06/02 21:00'
