timestamp,test-class,test-method,time,description,result
2021-06-09 09:57:21.256,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,5980,"[1] recordIndex=0, moment=2021/06/02 10:00, author=John Doe, text=I'm happy!, info=null, atr1=aa:21:0609, atr2=2021/05/02 10:00, atr3=USD 0.01, atr4=true",OK
2021-06-09 09:57:28.525,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,6610,"[2] recordIndex=1, moment=2021/06/02 16:00, author=Foo Bar, text=Just turning 50!, info=http://www.example1.org, atr1=ac:21:0609, atr2=2021/05/02 10:00, atr3=EUR 80.00, atr4=false",OK
2021-06-09 09:57:36.143,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,6583,"[3] recordIndex=2, moment=2021/06/02 01:00, author=Francisco Borrego, text=Este es un texto muy guay., info=null, atr1=ad:21:0609, atr2=2021/05/02 10:00, atr3=EUR 80.00, atr4=false",OK
2021-06-09 09:57:42.023,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,5200,"[4] recordIndex=3, moment=2021/06/02 13:00, author=Jesus Vargas, text=Hola miren mi proyecto., info=https://github.com/Francisco-Borrego/Acme-Planner/, atr1=af:21:0609, atr2=2021/05/02 10:00, atr3=USD 80.00, atr4=false",OK
2021-06-09 09:57:47.868,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,5205,"[5] recordIndex=4, moment=2021/06/02 21:00, author=Antonio Funes, text=Me gusta mucho esta página., info=https://www.us.es/, atr1=ag:21:0609, atr2=2021/05/02 10:00, atr3=USD 80.00, atr4=false",OK
2021-06-09 09:57:53.783,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,4756,"[6] recordIndex=5, moment=2021/06/02 21:00, author=Usuario de incógnito, text=Esta página está chula, info=https://www.google.es/, atr1=ah:21:0609, atr2=2021/05/02 10:00, atr3=EUR 80.00, atr4=false",Expected value 'EUR 80.00' in attribute 6 of record 5, but found 'USD 80.00'
2021-06-09 09:58:31.959,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,7856,"[1] recordIndex=6, author=12345, text=12345, info=null, atr1=aaaa:21:0609, atr2=2022/01/01 10:00, atr3=EUR 9,999,999,999.99, atr4=true",OK
2021-06-09 09:58:37.269,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,4905,"[2] recordIndex=7, author=123456, text=123456, info=http://www.example1.org, atr1=abaa:21:0609, atr2=2022/02/01 11:45, atr3=USD 0.00, atr4=false",OK
2021-06-09 09:58:45.366,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,7590,"[3] recordIndex=8, author=1234567890123456789012345, text=1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890, info=https://www.google.es, atr1=acaa:21:0609, atr2=2022/01/01 10:00, atr3=EUR 0.01, atr4=true",OK
2021-06-09 09:58:53.821,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,8134,"[4] recordIndex=9, author=123456789012345678901234, text=123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789, info=null, atr1=azaa:21:0609, atr2=2022/01/01 10:00, atr3=USD 9,999,999,999.99, atr4=false",OK
2021-06-09 09:58:56.279,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2090,"[1] author=, text=null, info=n, atr1=null, atr2=null, atr3=null, atr4=true",OK
2021-06-09 09:58:58.803,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2219,"[2] author=12345678901234567890123456, text=1 2 3 4 5 6 7 8 hard          core, info=http, atr1=null, atr2=null, atr3=null, atr4=true",OK
2021-06-09 09:59:01.241,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2088,"[3] author=1234, text=1234, info=google.es, atr1=null, atr2=null, atr3=null, atr4=true",OK
2021-06-09 09:59:05.146,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,3515,"[4] author=, text=12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901, info=alum.us.es, atr1=null, atr2=null, atr3=null, atr4=true",OK
2021-06-09 09:59:13.633,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,4267,"[5] author=, text=sex dd     hard             core, info=https//g, atr1=null, atr2=null, atr3=null, atr4=true",OK
2021-06-09 09:59:16.396,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2419,"[6] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=patron incorrecto, atr2=2022/01/01 10:00, atr3=EUR 100.00, atr4=true",OK
2021-06-09 09:59:18.933,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2234,"[7] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=aa:21:0609, atr2=2022/01/01 10:00, atr3=EUR 100.00, atr4=true",OK
2021-06-09 09:59:21.432,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2209,"[8] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=aa:21:0609, atr2=patron incorrecto, atr3=EUR 100.00, atr4=true",OK
2021-06-09 09:59:25.096,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,3135,"[9] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=aa:21:0609, atr2=2020/01/01 10:00, atr3=EUR 100.00, atr4=true",OK
2021-06-09 09:59:27.576,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2200,"[10] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=aa:21:0609, atr2=2022/01/01 10:00, atr3=patron incorrecto, atr4=true",OK
2021-06-09 09:59:30.124,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2282,"[11] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=aa:21:0609, atr2=2022/01/01 10:00, atr3=EUR -0.01, atr4=true",OK
2021-06-09 09:59:33.927,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,3549,"[12] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=aa:21:0609, atr2=2022/01/01 10:00, atr3=EUR 12,345,678,901.01345, atr4=true",OK
2021-06-09 09:59:37.548,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2994,"[13] author=John Doe, text=Texto de prueba, info=2021/06/02 10:00, atr1=aa:21:0509, atr2=2022/01/01 10:00, atr3=AAA 100.00, atr4=true",OK
